53	1	10
55	1	20
58	1	30
61	1	40
64	1	50
238	1	55
67	1	60
71	1	70
74	1	80
77	1	90
79	1	100
81	1	110
83	1	120
50	1	130
56	1	150
59	1	160
62	1	170
526	1	175
65	1	180
68	1	190
72	1	200
75	1	210
78	1	220
80	1	230
82	1	240
51	1	260
54	1	270
57	1	280
60	1	290
63	1	300
66	1	310
69	1	320
70	1	321
73	1	330
76	1	340
246	1	360
52	1	390
212	1	410
210	1	420
213	1	430
211	1	440
209	1	450
87	2	10
89	2	20
92	2	30
95	2	40
98	2	50
239	2	55
101	2	60
105	2	70
108	2	80
111	2	90
113	2	100
115	2	110
117	2	120
84	2	130
90	2	150
93	2	160
96	2	170
527	2	175
99	2	180
102	2	190
106	2	200
109	2	210
112	2	220
114	2	230
116	2	240
118	2	250
85	2	260
88	2	270
91	2	280
94	2	290
97	2	300
100	2	310
103	2	320
104	2	321
107	2	330
110	2	340
247	2	360
86	2	390
217	2	410
215	2	420
218	2	430
216	2	440
214	2	450
120	3	90
119	3	100
122	3	150
123	3	330
121	3	390
219	3	400
46	4	90
45	4	100
47	4	120
44	4	130
48	4	330
124	5	90
125	5	100
126	5	330
127	5	340
128	6	90
129	6	100
130	6	330
131	6	350
133	7	90
134	7	100
135	7	330
132	7	360
220	7	460
137	8	330
136	8	360
139	8	370
138	8	380
221	8	460
140	9	330
141	9	390
2	10	330
3	10	390
144	11	10
147	11	20
150	11	30
153	11	40
156	11	50
241	11	55
159	11	60
163	11	70
166	11	80
169	11	90
172	11	100
175	11	110
178	11	120
142	11	130
145	11	140
148	11	150
151	11	160
154	11	170
528	11	175
157	11	180
160	11	190
164	11	200
167	11	210
170	11	220
173	11	230
176	11	240
179	11	250
143	11	260
146	11	270
149	11	280
152	11	290
155	11	300
158	11	310
161	11	320
162	11	321
165	11	330
168	11	340
171	11	350
174	11	360
177	11	370
180	11	380
236	11	390
222	11	400
226	11	410
224	11	420
227	11	430
225	11	440
223	11	450
235	11	460
7	12	10
10	12	20
13	12	30
16	12	40
19	12	50
242	12	55
22	12	60
26	12	70
29	12	80
32	12	90
35	12	100
38	12	110
41	12	120
4	12	130
8	12	140
11	12	150
14	12	160
17	12	170
20	12	180
23	12	190
27	12	200
30	12	210
33	12	220
36	12	230
39	12	240
42	12	250
5	12	260
9	12	270
12	12	280
15	12	290
18	12	300
21	12	310
24	12	320
25	12	321
28	12	330
31	12	340
34	12	350
37	12	360
40	12	370
43	12	380
6	12	390
228	12	400
232	12	410
230	12	420
234	12	430
231	12	440
229	12	450
233	12	460
188	13	10
191	13	20
195	13	30
198	13	40
203	13	50
240	13	55
207	13	60
187	13	70
190	13	80
194	13	90
197	13	100
202	13	110
205	13	120
186	13	130
196	13	160
200	13	170
204	13	180
208	13	190
206	13	250
193	13	280
201	13	300
189	13	330
192	13	340
199	13	360
237	13	390
287	14	1001
288	14	1002
289	14	1003
290	14	1004
291	14	1005
292	14	1006
293	14	1007
294	14	1008
295	14	1010
296	14	1011
297	14	1012
298	14	1013
299	14	1014
300	14	1015
301	14	1016
302	14	1017
303	14	1018
304	14	1019
305	14	1020
306	14	1021
307	14	1022
308	14	1023
265	14	1024
266	14	1026
267	14	1027
268	14	1028
269	14	1029
270	14	1030
271	14	1031
272	14	1032
273	14	1033
274	14	1034
275	14	1035
276	14	1036
277	14	1037
278	14	1038
279	14	1040
280	14	1041
281	14	1042
282	14	1043
283	14	1044
284	14	1047
285	14	1050
286	14	1051
329	15	1001
330	15	1002
331	15	1003
332	15	1004
333	15	1005
334	15	1006
335	15	1007
336	15	1008
337	15	1010
338	15	1011
339	15	1012
340	15	1013
341	15	1014
342	15	1015
343	15	1016
344	15	1017
345	15	1018
346	15	1019
347	15	1020
348	15	1021
349	15	1022
350	15	1023
309	15	1024
310	15	1026
311	15	1027
312	15	1028
313	15	1029
314	15	1030
315	15	1031
316	15	1032
317	15	1033
318	15	1034
319	15	1035
320	15	1038
321	15	1040
322	15	1041
323	15	1042
324	15	1043
325	15	1044
326	15	1047
327	15	1050
328	15	1051
518	16	1001
359	16	1018
352	16	1027
353	16	1028
354	16	1029
355	16	1031
356	16	1032
357	16	1040
358	16	1042
524	17	390
373	17	1004
374	17	1005
375	17	1007
376	17	1008
360	17	1024
361	17	1026
362	17	1027
363	17	1028
364	17	1029
365	17	1030
366	17	1031
367	17	1033
368	17	1034
369	17	1035
370	17	1036
371	17	1037
372	17	1038
525	18	390
385	18	1004
386	18	1005
387	18	1007
388	18	1008
389	18	1018
377	18	1024
379	18	1027
380	18	1028
381	18	1029
382	18	1030
383	18	1031
384	18	1032
393	19	1004
394	19	1005
392	19	1018
390	19	1020
391	19	1027
408	20	1004
409	20	1005
410	20	1020
411	20	1021
395	20	1024
396	20	1026
397	20	1027
398	20	1028
399	20	1029
400	20	1030
401	20	1031
402	20	1035
403	20	1036
404	20	1037
405	20	1038
406	20	1044
407	20	1047
413	21	1004
412	21	1021
414	21	1028
519	22	390
521	22	1050
417	23	1018
418	23	1022
419	23	1023
520	24	390
420	24	1018
522	25	390
422	25	1018
523	26	390
447	26	1001
448	26	1002
449	26	1003
450	26	1004
451	26	1005
452	26	1006
453	26	1007
454	26	1008
455	26	1009
456	26	1010
457	26	1011
458	26	1012
459	26	1013
460	26	1014
461	26	1015
462	26	1016
463	26	1017
464	26	1018
465	26	1019
466	26	1020
467	26	1021
468	26	1022
469	26	1023
424	26	1024
425	26	1026
426	26	1027
427	26	1028
428	26	1029
429	26	1030
430	26	1031
431	26	1032
432	26	1033
433	26	1034
434	26	1035
435	26	1036
436	26	1037
437	26	1038
438	26	1040
439	26	1041
440	26	1042
441	26	1043
442	26	1044
444	26	1047
445	26	1050
446	26	1051
470	27	1031
517	28	390
494	28	1001
495	28	1002
496	28	1003
497	28	1004
498	28	1005
499	28	1006
500	28	1007
501	28	1008
502	28	1009
503	28	1010
504	28	1011
505	28	1012
506	28	1013
507	28	1014
508	28	1015
509	28	1016
510	28	1017
511	28	1018
512	28	1019
513	28	1020
514	28	1021
515	28	1022
516	28	1023
471	28	1024
472	28	1026
473	28	1027
474	28	1028
475	28	1029
476	28	1030
477	28	1031
478	28	1032
479	28	1033
480	28	1034
481	28	1035
482	28	1036
483	28	1037
484	28	1038
485	28	1040
486	28	1041
487	28	1042
488	28	1043
489	28	1044
491	28	1047
492	28	1050
493	28	1051
